Id,cuitan,sentimen
499,Kapan @KPK_RI @KejaksaanRI panggil ini orang? Kemarin bilang busuk sekarang bilang lain,negatif
500,Pemerintah kalo gak buat gebrakan nyusahin rakyatnya sembelit ku rasa Ada aja tiap hari yang bikin gedek Awal tahun ngeluarin coretax yg nyusahin usernya usernya yg disalahin pdhl apk mereka yg gak sempurna semua mua mau dipajakin Rekening mengendap diblokirin pdhl ya namanya nabung kl bs emg gak diambilin dong dana'nya Smp bingung aplg gebrakannya karna banyak bgt yg gak mutu,negatif
501,tolong pandu aku ngisi coretax udah ada panduan masih aja bingung,negatif
502,sebwa terobosan ngerjain coretax sambil nongton ulang tds4,negatif
503,Kaga ada yg mau nuntut kegoblokan ini?   Apa udah cape ngerjain coretax?,negatif
504,‼️ KENA TIPU SAMPAI 700 JUTA‼️ Masih gemeteran dan lemes karena yang kena scam keluarga aku sendiri😭 Kejadian berawal dari download aplikasi Coretax ternyata link phising Lagi marak banget! Lalu ada telepon yang mengaku dari petugas pajak dan minta segera aktivasi,negatif
505,Kalau artikelnya terkait coretax seru nih,negatif
506,@kring_pajak Saya melakukan aktivasi coretax setelah berhasil diarahkan untuk ganti password Field tujuan konfirmasi sudah terisi baik email maupun nomor telepon dan tidak bisa diedit namun ketika klik kirim untuk permohonan ubah kata sandi mengapa dinyatakan sbg berikut,negatif
507,Coretax anjjjjjjjjjj,negatif
508,coretax mempermudah perusahaan  coretax biar semua perusahaan kena denda karena aplikasi sampah,negatif
509,Coretax dari awal launching banyak problem bukannya berbenah malah makin minus,negatif
510,On terus ya yg msh ada kendala pembuatan npwp badan (gabisa klik lanjut) bisa lanjut ketok DM d bantu proses krg dr 1jam  #zonauang #zonajajan #npwp #coretax,negatif
511,ttp gabisa min mau aku reset password juga pengguna ga valid pdhl udh pernah daftar tpi cuman ga sampe selesai isi form2 nya daftarnya sblm coretax 2025 btw min mau aku coba daftar lagi tpi pas ngisi nik keterangannya identitas dipublikasi yg artinya kan udh ada akunku,negatif
512,Coretax bapuk banget anjilah,negatif
513,Hai Kak  Mohon maaf atas ketidaknyamanan yang dialami   Apakah Kakak terkendala melakukan pendaftaran NPWP dengan aktivasi NIK di Coretax?  Apabila iya terkait error Activation: 400 OK silakan dicoba untuk mengganti format date and region pada komputer yang digunakan menjadi,negatif
514,Pagi2 bikin gw ngamuk aja  @kring_pajak   SISTEM LU YANG SAMPAH ORANG LAIN YANG SURAT TEGURAN  Jangan berani2 lu sebut itu bisa diabaikan !!! Gw gak tolol udah paham Tapi ini harusnya lu yang belajar ! APLIKASI CORETAX PERUSAK KERJA ORANG ITU YANG HARUSNYA LU BENAHI !!!!,negatif
515,DIH????? HAPUS AJA APLIKASI CORETAX NYA GAK GUNA GUE CUKUP CAPEK BANGET NGURUSIN CORETAX CORETAX INI CAPEK,negatif
516,Sama2 ka semakin hari semakin eror coretax,negatif
517,Gak kebayang lagi pas April 2026 coretax dibuka se Indonesia terus error Submit lewat manakah jadinya?,negatif
518,Hai Kak  Karena Coretax berbasis web maka akun Coretax dapat dibuka dalam waktu yang bersamaan di gawai yang berbeda sepanjang diawasi penggunaannya ya Kak  Tks*Pata,negatif
519,Pajak hanjing guoblaok coretax bangsat aplikasi korup,negatif
520,@KejaksaanRI ini lho jelas-jelas gak beres gak pengen periksa? percuma bang @KejaksaanRI itu tau tapj gk bakalan dilirik  coretax ini kalah seksi dengan kasus2 yg lain,negatif
521,Dan di dalam rapat internal malah nyalahin WP Baduttttt,negatif
522,Hai Kak Iya Kak untuk mendapatkan SKB PPh Pasal 22 dapat mengajukan permohonan SKB PPh Pasal 22 Wajib Pajak dapat mengajukan permohonan melalui Coretax atau ke KPP terdekat ya Kak Untuk ketentuannya dapat dilihat dalam Pasal 70 sd 78 PER-8/PJ/2025 Untuk penyampaian SKB,negatif
523,Emang ada apa dengan coretax? Sbagai pengguna awam cukup friendly user sih no complain,negatif
524,reclass aja reclass ga bisa itu kang pajak reclass kantong kiri kanan di sistem  coretax: pala bapak kau reclass nombok nih vendor kemaren aja ga full cair *fitur tidak tersedia,negatif
525,Iyah benerrr seru banget Nanti kita caci maki Coretax bareng-bareng lagi yah kalau penyakit errornya kumat,negatif
526,Kalau pakai logika yang sama IKN allegedly ‘sunk cost’ Coretax mengurangi penerimaan negara karena banyak errornya Korupsi bukan???,negatif
527,Hai Kak Mohon maaf atas ketidaknyamanannya Sampai dengan saat ini belum terdapat informasi resmi mengenai kendala bupot unifikasi hilang atau tidak muncul pada saat pelaporan SPT di akun Coretax wajib pajak Taxmin menyarankan untuk mencoba langkah berikut  sebelum mengakses,negatif
528,Coretax ??,negatif
529,Masih kemusuhan sm si coretax"""" ini yg mgide siapa sih sistem bapuk dipaksain minimal dimaximize dlu lahh Awal thn ngurus pph pengalihan hak sistem bosok awal bln ini ngurus bphtb masih bosok Hobi nyusahin org mulu jdi wni terdholimi trs,negatif
530,Coretax kocax,negatif
531,Halah bacodcoretax aja amburadul gaya gayaan pake AI segala,negatif
532,Hai Kak Sesuai Pasal 1 nomor 26 UU PPN stdtd UU Nomor 6 tahun 2023 Nilai Ekspor adalah nilai berupa uang termasuk semua biaya yang diminta atau seharusnya diminta oleh eksportir (termasuk freight) Jika sudah dipastikan data prepopulated yang muncul di Coretax salah dan,negatif
533,Mohon maaf lahir dan batin semua aku maafin selain pemerintah dan pembuat coretax🙏🏻,negatif
534,Hai Kak Mohon maaf atas ketidaknyamanannya Sebelum membuka aplikasi coretax disarankan kakak mencoba Langkah berikut: 1 Clear cache dan cookies pada browser,negatif
535,Apakah harus ada pengajuan dulu ke bea cukai kak? Atau bisa lgsg create di coretax,negatif
536,Eror coretax nya?,negatif
537,Coretax musuh umat,negatif
538,ANJINGGGG CORETAX,negatif
539,tiap hari kerjaan temenku misuhi coretax,negatif
540,@kring_pajak  tolong dong ini kenapa gabisa login coretax bilangnya tidak valid padahal gaada yang ganti sandi sama sekali,negatif
541,Min @kring_pajak ini di coretax udah pilih Pekerjaan tapi pas klik tombol Posting SPT ada error harus diisi? Gimana tuh?,negatif
542,Hi Kak  Mohon maaf sebelumnya atas ketidaknyamanannya Apakah Kakak bermaksud akan merekam bukti potong di menu eBupot?  Jika benar pastikan NIK yang kakak gunakan untuk login merupakan Pihak Terkait yang telah ditunjuk dalam aplikasi Coretax sebagai PIC ataupun sebagai,negatif
543,Konsep potential loss digunakan secara selektif  Jika Tom yang salah hukumannya konkretJika negara yang salah ?  Coretax adalah studi kasus tentang kesalahan negara yg tak pernah dihukum  Karna kegagalannya dibungkus bonus jabatan dan proyek digital mahal atas nama pelayanan,negatif
544,spt-nya coretax sengaja didisain untuk menarik pajak tambahan melalui akal2-an denda?,negatif
545,Lah tolol apa kabar coretax yang merugikan negara sampe triliunan Sementara Tom Lembong 1 rupiah pun gak pernah terbukti masuk ke kantong pribadinya,negatif
546,harus pake upload format Xml kak ntar coba download converter sama template Xml ntar kalo udah didownload diextrak aja kalo udah buka yang excel file diconverter  https://pajakgoid/id/reformdjp/coretax/template-xml-dan-converter-excel-ke-xml…,negatif
547,Coretax Sampe triliun Bandara kertajati itu apa ya bang,negatif
548,Coretax anying,negatif
549,hari ini muak banget sama coretax sampe berantem sama orang dinas perkara dia mau lebih 1 perak tapi gabisa😭 karena beda lebih 1 selisih 12 kurang 1 kurang 27 aagggghhh kenapa aku orang pajak😭😭😭😭,negatif
550,Jangan lupa coretax,negatif
551,Kartuny msh yg 15digit kah nder blm yg 16digit sesuai nik KTP ? Kalo iya bisa coba aktivasi d web coretax buat dapet npwp terbaru nya (pastiin email & no hp terdaftar npwp dlu msh sama),negatif
552,Siang min Mau buat A1 karyawan resign Cuma pas di input di coretax NIK invalid padahal cek di data bpjs ketenagakerjaan NIK nya valid ada solusi min?  @kring_pajak,negatif
553,apakah coretax termasuk korupsi  @KejaksaanRI  @KPK_RI  @bpkri  ?,negatif
554,Ini Menteri ngomongnya kenceng tapi data masih tanya sana sini berarti hanya asal omon2 sebaiknya beresin dulu dikementrian yang dia pimpin Bea Cukai Dirjen Pajak dan usut Project Coretax,negatif
555,coretax nih kaya proyek gagal ga si? niatnya lebih oke dari e-faktur yang udah jadul tapi malah nyusahin banyak orang mau mundur ke e-faktur sulit maju benerin app juga sulit karena banyak errornya sehat sehat budak perpajakan seindonesia kalo bisa sih balikin e-faktur,negatif
556,D web coretax input data sesuai KK siapin email sama no hp mnimal pulsa 2rb buat kirim otp,negatif
557,Proyek tanpa bantuan KPK juga bahaya min seperti kasus Coretax,negatif
558,Hai Kak Mohon maaf atas kendala yang dialami Terkait error Operation Failed mohon dicoba secara berkala ya Kak Sebelum akses Coretax silakan Kakak mencoba langkah berikut: 1 Lakukan clear cache & cookies pada browser; 2 Gunakan New Private Window atau New Incognito Window; 3 Gunakan browser lain jaringan lain atau perangkat lainnya; 4 Coba kembali secara berkala dan 5 Posting Ulang SPT Jika masih mengalami kendala yang sama silakan mengirimkan tiket permasalahan sistem ke Meja Layanan TI (Melati) melalui helpdesk KPP layanan telepon Kring Pajak 1500200 live chat di https://tco/Q85AIX18ZL Tks*Yaya,negatif
559,Hai Kak  1 Apakah kendala muncul saat pengisian Detail Kontak pada menu Aktivasi Akun Wajib Pajak? Jika iya dan muncul tanda silang merah pada kolom email dan nomor HP maka data yang diinputkan belum sesuai dengan sistem coretax Silakan masukkan email dan nomor handphone,negatif
560,Ini berkaitan dg perpanjangan sertel jadi nama penanda tangan di efaktur ada penambahan gelar ketika di perbarui di coretax apakah nantinya akan berubah juga di penandatangan di efaktur desktop dan djp online ?,negatif
561,Aneh coretax ngga bisa login Ini siapasih penggagas coretax jelek bgt server-nya error-erroran,negatif
562,entahh nihh coretax emg kdg gajelas juga sie bismillah ajadehhh,negatif
563,Hai Kak Mohon maaf atas ketidaknyamanannya Saat ini permasalahan tersebut sedang ditangani oleh tim terkait Taxmin menyarankan untuk mencoba langkah berikut sebelum mengakses Coretax kembali: 1 Pastikan koneksi internet stabil,negatif
564,udh tau faktur pajaknya ribuan kirim per minggu kek skalinya ada revisi kan jd bingung karna udh keburu di upload ke coretax monyettt,negatif
565,Hai Kak Mohon maaf atas ketidaknyamanannya Sampai dengan saat ini belum terdapat informasi resmi mengenai kendala bupot PPh 21/26 hilang atau tidak muncul pada saat pelaporan SPT di akun Coretax wajib pajak Kakak dapat mencoba langkah berikut sebelum mengakses Coretax,negatif
566,heran belom ada yg masuk penjara gara2 coretax,negatif
567,Hai Kak    Mohon maaf atas ketidaknyamanan yang dialami Gangguan tersebut disebabkan karena load ke server yang sedang tinggi sebelum mengakses coretax disarankan untuk mencoba langkah berikut:  1 Clear cache & cookies pada browser 2 Gunakan Private atau Incognito Window 3,negatif
568,@kring_pajak  min apakah Coretax masih Error?,negatif
569,Ini coretax lu jangan nyebelin terus ye anjing,negatif
570,Berarti Peraturan Direktur Jenderal Pajak Nomor PER-5/PJ/2023 sudah tidak berlaku? Apalagi PMK 81/2024 Coretax kontroversial Setidaknya sampaikan kepada WP ketika dalam proses pemeriksaan bahwa mengikuti PMK 81/2024 Terlebih email yang stated: \compensated successfully\"" Ambigu jadinya Kalau tidak paham English lebih baik pakai bahasa Indonesia https://tco/V2r3b24WBh,negatif
571,Hai Kak Untuk kendala gagal login harap memastikan hal-hal sebagai berikut: 1 Apabila sudah memiliki akun DJP Online sebelum tahun 2025 silahkan klik Lupa Kata Sandi? di laman coretax,negatif
572,coretax tai fucek,negatif
573,Numpang:  Coretax kontol,negatif
574,apakah soon gw begini karna kemaren gw jg error jumlahnya nggak muncul udah tanya AR disarankan deposit ke coretax biar nggak terhitung terlambat eh pas gw tanya lg tentang denda taunya kena jg gw malah jd ribet harus pengajuan pembatalan sanksi padahal yg salah kan bukan gw????,negatif
575,Gws iyaaa lagi macet soalnya pada buka coretax buat lapor ppn,negatif
576,Coretax itu proyekannya ibu Sri Mulyani?,negatif
577,kalo accounting doang ada ga kak ? gua uda kenyang dg coretax soalnya,negatif
578,coretax launching 1 januari 2025 kemarin sebagai pengganti djp online saat setelah launching itu sistemnya ketika dapet id billing dan kita bayar itu uda otomatis terlapor jd gaperlu masukin lagi NTPN kyk di djp untuk bisa lapor kak udah disosialisasiin jg 2024 kemarin ama kpp,negatif
579,Sudah 7 bulan dan coretax masih eror Semoga Allah balas kalian pemerintah dzolim dan siapapun yg punya campur tangan membuat coretax Allah beri hukuman pedih pada kalain karena sudah menyusahkan pekerjaan orang lain,negatif
580,mjb kak kemarin klienku jg dapet surat teguran persis gini wkwk trs aku lgsng buat surat tanggapan terkait teguran itu dan bukti²nya sampe kpp helpdesk bingung AR bingung endingnya suruh untuk diabaikan aja krn coretax masih dalam penyempurnaan (sudah kuduga),negatif
581,telat bayar pajak karena coretax down apakah ttp didenda?  @kring_pajak  tolong dijawab,negatif
582,@kring_pajak  kak ini solusi utk semua masalah coretax sepertinya ya? Lu kapan rencana benerin? Djp online ngga pernah ada suruh solusi begini Lu solusinya ini melulu orang kalo sdh nanya tu sdh pasti lakukan langkah2 standard mentok baru nanya tlg jawabnya jng standard gitu,negatif
583,coretax ini kaya anjing ya tiap bulan ada aja errornya,negatif
584,apalah apalah  coretax eror coretax yg ngasi denda   kocak,negatif
585,kalo bisa teriak kontol gua udah teriak dari tadi anjritt coretax sialan,negatif
586,Hai Kak Mohon maaf atas ketidaknyamanannya  Apakah untuk pengajuannya sudah sesuai dengan alur berikut ini? Akses melalui Coretax > Silakan masuk ke menu Layanan Wajib Pajak > Layanan Administrasi> Buat Permohonan Layanan Administrasi> Pilih kode AS06 Surat Keterangan,negatif
587,Wah moluccas97 minta roast kring_pajak ya? Berdasarkan tweet itu CoreTax emang juara bikin chaos Sistemnya kayak mobil rusak: launch Januari 2025 langsung error login data mismatch validasi gagal – DGT sampe minta maaf berkali-kali Kirim surat teguran salah tapi rakyat,negatif
588,Hai Kak  Mohon maaf atas ketidaknyamanannya Boleh diinformasikan notifikasi error tersebut muncul pada saat Kakak melakukan proses apa? Kakak juga dapat mencoba beberapa langkah berikut sebelum kembali mengakses Coretax: 1 Pastikan koneksi internet stabil,negatif
589,Ntar tinggl deketmu hrs mikir coretax pulak ooh tydaaaac,negatif
590,Wgwgwg coretax lagi,negatif
591,Hai aku Sore Istri kamu dari masa depan Coretax masih sering error btw Dan Opung masih nyuruh kita nunggu 5-6 dekade lagi,negatif
592,#KawanPajak waspada penipuan yang mengatasnamakan DJP!  Modus penipuan seperti phising sniffing dan social engineering kembali marak termasuk yang dikaitkan dengan implementasi Coretax DJP,negatif
593,Coretax beberapa bumn juga kalo mau dicari potential lossnya mah banyak bgttt,negatif
594,Balik modal kali mas setelah coretax bengkak blm lg pemerintahan pamannya jg punya masalah fiskal akibat programnya yg terlalu Hedon,negatif
595,Hai Kak Untuk KK bisa menggunakan salinan atau soft file ya kak mohon dipastikan jika datanya dapat dibaca dengan jelas Jika sudah melakukan pemadanan kakak bisa melakukan aktivasi akun di Coretax Untuk Wajib Pajak OP yang telah terdaftar sebelumnya namun belum memiliki,negatif
596,KELAAARR SMPE BIKIN REPORT HAHAY NEXT KTA BLAJAR CORETAX,negatif
597,Oh gini stressnya coretax…,negatif
598,Hai Kak  Mohon maaf atas ketidaknyamanannya Jika sudah ubah password dan berhasil login seharusnya tidak diminta ubah password lagi Namun apabila Kakak masih mengalami kendala tersebut silahkan kakak coba beberapa Langkah berikut sebelum mengakses Coretax: 1 Clear cache,negatif
599,Si anjir beneran nih divisi ga di perusahaan A ga di perusahaan B sama aja minta tolong bantu daftarin coretax malah pada balik duluan tai dah,negatif
600,Hai Kak  Dapat diinformasikan lebih lanjut untuk data laporan SPT dimaksud apakah terkait riwayat pelaporan SPT sebelum coretax? Jika ya Mohon maaf saat ini terkait data riwayat pelaporan tersebut tidak ditampikan dalam akun coretax ya Kak  Tks*Srni,negatif
